Iteration,Winrate,Total Profit,Total R Multiples,Average R Multiple,Sharpe Ratio,Sortino Ratio,Omega Ratio,CAGR,Max Drawdown,MAR,CAGMAR
32,0.47368421052631576,222122.81047199707,40.27342523963242,0.5299134899951634,0.27411398537612475,1.3742948941872255,2.6180437028181007,0.1267963833594461,-0.22708215824105207,0.5583722840296828,0.5583722840296828
33,0.4931506849315068,195158.11653977644,40.247776413068884,0.5513394029187518,0.2887306393487723,1.4717741845763548,2.677302525120024,0.11678815535515352,-0.21190347462233472,0.5511384632238777,0.5511384632238777
34,0.44594594594594594,84072.7689986745,19.733606113602104,0.2666703528865149,0.19508332848314955,0.8302069846243672,1.8762524944027976,0.06424875142393316,-0.23810848442917126,0.2698297441099578,0.2698297441099578
35,0.4625,163631.91546872107,32.1793856371536,0.40224232046442,0.22778132366121934,1.3630332635260736,2.2574829832482504,0.1039880678137084,-0.21117579218115465,0.4924241871648975,0.4924241871648975
36,0.43243243243243246,145919.20266172857,21.243264494173015,0.28707114181314886,0.23902154130119324,1.5226526488687409,2.31778130608526,0.09617979711297586,-0.21117579218115481,0.4554489703557929,0.4554489703557929
37,0.42857142857142855,179677.64605908375,30.034752192379113,0.4290678884625588,0.25530498268951596,1.348179012445277,2.4965877551641418,0.11066491378853072,-0.2433893598308828,0.45468262813717647,0.45468262813717647
38,0.49295774647887325,188631.9074500713,35.77058761306225,0.5038110931417218,0.2735909797978546,1.7112226381845455,2.7332696293944196,0.11424275364415837,-0.16595116059559448,0.6884118992247119,0.6884118992247119
39,0.4383561643835616,95445.06396560051,22.44900858002409,0.307520665479782,0.18806188447243427,0.884960725429669,1.9261058739031032,0.07077970812138257,-0.24783857897617234,0.2855879355577949,0.2855879355577949
40,0.47368421052631576,173304.25264537585,30.41187891663291,0.4001563015346436,0.2545586679403825,1.34397226669866,2.440238619338131,0.10805509790742596,-0.17173217785306724,0.6292070551849467,0.6292070551849467
41,0.4594594594594595,204442.5189234218,37.1860094074718,0.5025136406415108,0.27343716640558,1.5831776512045668,2.7457816331881872,0.12032358683781652,-0.1896409055033521,0.634481187054286,0.634481187054286
42,0.48,239309.18119428155,41.88837950770348,0.5585117267693798,0.28610811376774753,1.485800087758053,2.742276779196867,0.13278950519417054,-0.17406785287364682,0.7628605914416627,0.7628605914416627
43,0.44285714285714284,106834.35044516035,30.423288834628604,0.4346184119232658,0.21930715171227927,0.9866173328489211,2.0929004319658673,0.07698695760320406,-0.18361383186192426,0.4192873533683316,0.4192873533683316
44,0.4666666666666667,179904.28338729934,34.842037358678745,0.4645604981157166,0.2522113558249825,1.2263877454494017,2.455156057239321,0.110756731678745,-0.25590752310841325,0.432799826802371,0.432799826802371
45,0.4342105263157895,124675.5516395256,21.322256067072654,0.2805560008825349,0.21684447367615753,1.292404137961784,2.1679915940495564,0.08611935481419986,-0.17543796898669575,0.490882078216094,0.490882078216094
46,0.44285714285714284,173773.6061656999,29.108455188742347,0.4158350741248907,0.251621111920972,1.3290144794735606,2.446502421898354,0.10824914580905909,-0.21819169911100694,0.4961194502362181,0.4961194502362181
47,0.4925373134328358,211444.80523403297,39.96578538415949,0.596504259465067,0.3069438159389237,2.0034965868721577,3.0044347719775146,0.12292652194624609,-0.15729425734196278,0.7815067379033417,0.7815067379033417
48,0.47058823529411764,153544.1345985369,31.52407773301173,0.4635893784266431,0.24410935970921233,1.2107947792926566,2.4344400406389237,0.09960103492392358,-0.20932353603769727,0.4758233919093854,0.4758233919093854
49,0.4189189189189189,75090.15421417332,24.656420025864545,0.33319486521438574,0.16805555879209086,0.7706261456555279,1.7299399738273733,0.058828801260471186,-0.21542735690239226,0.27307952948206976,0.27307952948206976
50,0.40540540540540543,57665.01568441134,12.022056654143965,0.16246022505599952,0.14295382739746362,0.6145993163090845,1.6161369025774086,0.04756170123464587,-0.23506508298790843,0.2023341817937818,0.2023341817937818
51,0.47297297297297297,174173.99687535618,31.02875504368044,0.4193075005902762,0.26120983034610573,1.3776944936878375,2.441530848296251,0.1084144459984957,-0.22168746432401112,0.4890418424383289,0.4890418424383289
52,0.46835443037974683,243770.63395904546,40.65168388155515,0.5145782769817108,0.27991078931108104,1.6375816390173132,2.657820961623881,0.13430065763539112,-0.2398701250360898,0.5598890550258597,0.5598890550258597
53,0.44594594594594594,233194.40585328685,41.116182037239106,0.5556240815843122,0.282904887961786,1.4495377149911757,2.656122296166724,0.13068910202476136,-0.2350650829879084,0.555969863169699,0.555969863169699
54,0.47761194029850745,92265.21136752947,27.809678536463796,0.4150698289024447,0.22474215258676258,0.9265582265665937,2.0176407185791807,0.06898867092293193,-0.19433999747760833,0.3549895637457788,0.3549895637457788
55,0.515625,212615.16911494551,38.14568365295078,0.5960263070773559,0.3066952598968548,1.7559362119115898,3.037426284183996,0.12335644236786814,-0.15328064060701135,0.804775096707324,0.804775096707324
56,0.46153846153846156,232197.5742319834,37.23705765319042,0.4773981750409028,0.2767691670852145,1.8354039215053104,2.699721063138762,0.13034341752979817,-0.21117579218115487,0.6172270797875566,0.6172270797875566
57,0.43478260869565216,131166.2336401171,30.630548259766414,0.443920989271977,0.23878297309324276,1.2630385054993887,2.2792672015546915,0.08928070721146497,-0.1853730230603805,0.48162729256664316,0.48162729256664316
58,0.42857142857142855,118282.86967653749,29.961301734465543,0.4280185962066506,0.21431835313459507,1.0285624403287739,2.125481200471232,0.0829245315279803,-0.1957000356491956,0.4237328381310448,0.4237328381310448
59,0.45588235294117646,37810.86932312371,13.272266449066905,0.19518038895686624,0.13594175244361661,0.4394003617508145,1.4884276262646046,0.03327134653527719,-0.2068771311364279,0.16082660443186422,0.16082660443186422
60,0.4533333333333333,124857.04111694559,26.61454606000648,0.35486061413341974,0.2246936234964225,1.0587085763319883,2.1074847302143707,0.08620885918777677,-0.25590752310841347,0.33687504822300585,0.33687504822300585
61,0.43478260869565216,151930.8547387676,29.84752572172595,0.43257283654675294,0.2383393805934514,1.3915452638006363,2.395870955010356,0.09888495132393316,-0.21254405387238984,0.4652444964812005,0.4652444964812005
62,0.4383561643835616,179852.35788045166,29.072693878212405,0.3982560805234576,0.2542574930005564,1.4903215632647528,2.4376999860747253,0.11073570092418183,-0.22079896746443858,0.5015227299104861,0.5015227299104861
63,0.4305555555555556,145958.4975426299,33.09465299334825,0.4596479582409479,0.2354726153000021,1.254780149976308,2.307129367655715,0.0961976711519339,-0.17546847128219553,0.5482333689294238,0.5482333689294238
64,0.4864864864864865,247149.95425044477,41.422660402786626,0.5597656811187381,0.29470089447870773,1.5512237809492728,2.896480682699265,0.1354336009684034,-0.21676748343163074,0.624787439630537,0.624787439630537
65,0.4657534246575342,158361.21411213288,34.40674673305784,0.47132529771312104,0.24634458208479432,1.2202935651448776,2.3339673776409056,0.10171509719766192,-0.2023905943817107,0.5025683012019136,0.5025683012019136
66,0.4473684210526316,63855.435451889265,19.23195302426183,0.25305201347712936,0.1603058560273741,0.601902738072606,1.6764989820272345,0.05168701544839149,-0.23810848442917124,0.2170733880915803,0.2170733880915803
67,0.47297297297297297,212937.30548413988,37.89521389444521,0.5120974850600705,0.2736548657643474,1.4462061421861097,2.6532624955253525,0.12347452199623121,-0.22079896746443858,0.5592169357228437,0.5592169357228437
68,0.4507042253521127,90055.79381866209,24.28055276475084,0.3419796164049414,0.19154939562941795,0.8298561049564164,1.9012580415913098,0.06772849844582596,-0.19165762703018174,0.353382745551578,0.353382745551578
69,0.4714285714285714,255808.60097054305,39.28469449982333,0.5612099214260476,0.3093453718537263,1.7799226229972234,2.967195651001415,0.13829190614566866,-0.15144757527048539,0.9131338411901234,0.9131338411901234
70,0.5,269391.86761081143,44.15303699003922,0.6132366248616559,0.3113452227694409,1.6406395597207901,2.937992880108811,0.1426524396819835,-0.21379085457560093,0.6672523011574314,0.6672523011574314
71,0.4794520547945205,223544.91301078815,35.667699306974605,0.48859862064348775,0.2804799484849484,1.4890665496520434,2.6750329952594796,0.12730305211801385,-0.18311706346492249,0.6952003800694398,0.6952003800694398
72,0.4383561643835616,116445.89126603646,20.340514245044048,0.27863718143895955,0.21450900620044225,1.1669910069408855,2.2013144596740197,0.08199093826995663,-0.19195898276185905,0.42712738466463507,0.42712738466463507
73,0.4230769230769231,159983.9463383461,31.505866649375328,0.4039213672996837,0.22432209550363646,1.1733431725487118,2.1999160599169625,0.10241929686350248,-0.23645602664699464,0.43314310197897526,0.43314310197897526
74,0.45714285714285713,151352.02919765384,32.46775692603192,0.4638250989433131,0.2402401811588258,1.1881078630748885,2.3629798757195726,0.09862702510479004,-0.179722633070317,0.5487735374219781,0.5487735374219781
75,0.463768115942029,133728.83838222048,23.141622378228515,0.3353858315685292,0.23201542481413884,1.172132999716658,2.269350682209542,0.09050694232907186,-0.24520206390488483,0.3691116660591404,0.3691116660591404
76,0.4714285714285714,123265.69164243693,26.319337598900002,0.37599053712714287,0.25160503076918117,1.173526149737309,2.260404879942078,0.08542184077207593,-0.24039515345631315,0.35533928011406263,0.35533928011406263
77,0.47297297297297297,206436.33239880344,38.84792129792641,0.524971909431438,0.2654693096412121,1.3885230351106417,2.5302598398274836,0.121070169064589,-0.23645602664699455,0.5120198067327537,0.5120198067327537
78,0.4722222222222222,189958.44068108354,38.999492224519535,0.541659614229438,0.2711874627192521,1.3269845761853636,2.6184429711540704,0.11476429370122854,-0.22915798379201857,0.5008086203332432,0.5008086203332432
79,0.4,65311.57953618528,14.10270898178992,0.20146727116842744,0.15711209746452842,0.7095487988331879,1.714260076557226,0.052637033788176746,-0.2351846686466807,0.2238115013664163,0.2238115013664163
80,0.45588235294117646,100418.66681772884,22.90105697482496,0.3367802496297788,0.22598521403590896,1.0063625172399795,2.123158503644741,0.07352927251910768,-0.1987049885941789,0.37004240829241936,0.37004240829241936
81,0.4794520547945205,163354.59149136703,36.95004161232368,0.506164953593475,0.2601930863245543,1.1389364998694353,2.4397293963597404,0.10386949434020565,-0.16020393530255855,0.6483579454152572,0.6483579454152572
82,0.45588235294117646,78171.26920619703,19.63789566028859,0.28879258323953805,0.19672351873710855,0.7647559228503749,1.866415032716938,0.060715461110700364,-0.2085936034060217,0.29107057991859603,0.29107057991859603
83,0.4057971014492754,73070.45046242856,10.559791104181047,0.15304045078523257,0.16498528687671823,0.8279712120705596,1.7849054664631194,0.057575832926469284,-0.24900377955794786,0.23122473493648438,0.23122473493648438
84,0.4794520547945205,199008.0146053476,39.030456001867606,0.5346637808475014,0.2657689232187498,1.3363923503957538,2.547802399514275,0.11826611968628065,-0.22529088085451462,0.5249485431354542,0.5249485431354542
85,0.4578313253012048,168788.45612845622,32.95063443821625,0.3969955956411596,0.23468629732283727,1.1391040875781795,2.208415684726711,0.10617265611535509,-0.25590752310841314,0.41488681077334294,0.41488681077334294
86,0.4594594594594595,148534.7984315988,32.348926333430164,0.4371476531544617,0.2278853070251725,1.1933664594637912,2.230385999946745,0.09736399307135613,-0.2023905943817107,0.48106975212359254,0.48106975212359254
87,0.4342105263157895,193287.95958022733,36.77841133295261,0.48392646490727115,0.25405063252394555,1.3011309518447498,2.4276516135844406,0.1160639506900758,-0.2222250516686281,0.5222811281562669,0.5222811281562669
88,0.4583333333333333,205178.53565976158,38.18082168940426,0.5302891901306147,0.26890099808664647,1.4246279199766327,2.535181364573102,0.12059969767721723,-0.22984652739440728,0.5246966271118513,0.5246966271118513
89,0.47297297297297297,206064.3842585715,31.928356391525234,0.4314642755611518,0.2676618649127837,1.3914027758185972,2.6093480740199397,0.12093122492053898,-0.23802530111440168,0.5080603799442985,0.5080603799442985
90,0.4657534246575342,146764.01125119,32.53820093776427,0.4457287799693736,0.25166256430650535,1.2610342144667024,2.336411361640801,0.09656351080531156,-0.14235100122961106,0.6783479566087166,0.6783479566087166
91,0.40540540540540543,76044.40006805237,19.8630609526025,0.2684197426027365,0.1662209037680512,0.7494734703860715,1.778524566964531,0.05941628047180347,-0.20616515214600548,0.28819749532513167,0.28819749532513167
92,0.453125,105391.26899666403,22.842710289821536,0.3569173482784615,0.2378752625815011,1.2028216737070847,2.203161321595296,0.07621770060316879,-0.2137050162620327,0.3566490947957678,0.3566490947957678
93,0.45714285714285713,186892.45931324555,38.512850819345,0.5501835831334999,0.27308128344625354,1.5346543444960812,2.571623538669162,0.11355560058807135,-0.2199993911793982,0.5161632492676881,0.5161632492676881
94,0.4533333333333333,156672.775570829,31.428901934077523,0.4190520257877003,0.2427359270372193,1.17656753102161,2.3668810191694587,0.10097815495272977,-0.2364560266469945,0.4270483454561308,0.4270483454561308
95,0.4305555555555556,101574.57438012946,27.011142124908826,0.3751547517348448,0.20931106694548068,0.9330683233754282,1.9403740129073919,0.07415951172123347,-0.19547373638030244,0.37938350744446303,0.37938350744446303
96,0.47297297297297297,220740.9464754102,40.09867086461104,0.5418739306028518,0.2766003977269899,1.6749451313545825,2.6238511093158103,0.12630212306043265,-0.2111757921811547,0.5980899692900682,0.5980899692900682
97,0.44155844155844154,178535.02868284215,34.56380085084299,0.4488805305304284,0.23932026013017782,1.282470421108674,2.3269975579037374,0.11020098364360265,-0.25590752310841336,0.4306281515487796,0.4306281515487796
98,0.4647887323943662,220922.16695297346,40.53358984812277,0.570895631663701,0.2837419728315181,1.6127905442067154,2.7555202072864344,0.12636705018205263,-0.21870063164637615,0.5778083457316183,0.5778083457316183
99,0.4117647058823529,113374.11873964962,26.03977577015736,0.3829378789729023,0.20469008614484788,1.0440282176277988,2.097305525750012,0.08041378011692668,-0.24338935983088286,0.3303915182356433,0.3303915182356433
100,0.4225352112676056,183704.91455750522,33.26194927309658,0.46847815877600824,0.25611236806443927,1.3878702173916069,2.471574043011879,0.11228662316233051,-0.23802530111440168,0.4717423846818805,0.4717423846818805
